"PO_ID","BP_COMPANY_NAME","RESP_BP_ID","NET_AMOUNT","CHANGED_AT","GROSS_AMOUNT","LIFECYCLE_STATUS","APPROVAL_STATUS","CONFIRM_STATUS","ORDERING_STATUS","INVOICING_STATUS","TEXT_NOTE_PO","TAX_AMOUNT","CREATED_AT","CURRENCY_CODE"
"300000849","Danish Fish Trading Company","100000089","20422","04/29/2020, 00:00:00","24302.18","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000849 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","3880.18","10/07/2018, 00:00:00","EUR"
"300000850","Pear Computing Services","100000056","4208.2","04/30/2020, 00:00:00","5007.75","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000850 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","799.55","02/05/2028, 00:00:00","EUR"
"300000851","Robert Brown Entertainment","100000061","3070","05/01/2020, 00:00:00","3653.3","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000851 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","583.3","04/28/2020, 00:00:00","EUR"
"300000852","Pear Computing Services","100000056","3423.6","05/02/2020, 00:00:00","4074.08","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000852 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","650.48","01/11/2023, 00:00:00","EUR"
"300000853","Jologa","100000076","3947","05/03/2020, 00:00:00","4696.93","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000853 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","749.93","06/09/2018, 00:00:00","EUR"
"300000854","TECUM","100000051","7150.96","05/04/2020, 00:00:00","8509.64","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000854 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","1358.68","11/28/2027, 00:00:00","EUR"
"300000855","New Line Design","100000058","5409","05/05/2020, 00:00:00","6436.71","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000855 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1027.71","01/09/2028, 00:00:00","EUR"
"300000856","C.R.T.U.","100000075","2473","05/15/2023, 00:00:00","2942.87","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000856 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","469.87","05/15/2023, 00:00:00","EUR"
"300000857","Baleda","100000077","7150.98","05/07/2020, 00:00:00","8509.67","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000857 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1358.69","02/05/2025, 00:00:00","EUR"
"300000858","Compostela","100000064","5087","05/08/2020, 00:00:00","6053.53","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000858 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","966.53","09/23/2022, 00:00:00","EUR"
"300000859","South American IT Company","100000087","936","05/09/2020, 00:00:00","1113.84","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000859 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","177.84","11/28/2021, 00:00:00","EUR"
"300000860","PC Gym Tec","100000079","554.95","05/10/2020, 00:00:00","660.4","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000860 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","105.45","04/20/2028, 00:00:00","EUR"
"300000861","New Line Design","100000058","3930","05/11/2020, 00:00:00","4676.7","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000861 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","746.7","10/02/2022, 00:00:00","EUR"
"300000862","Angeré","100000078","6530.93","05/12/2020, 00:00:00","7771.81","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000862 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1240.88","11/14/2018, 00:00:00","EUR"
"300000863","DelBont Industries","100000048","9929.55","05/13/2020, 00:00:00","11816.17","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000863 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1886.62","06/30/2020, 00:00:00","EUR"
"300000864","Siwusha","100000088","3801","05/14/2020, 00:00:00","4523.19","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000864 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","722.19","07/10/2020, 00:00:00","EUR"
"300000865","Brazil Technologies","100000074","8349","05/15/2020, 00:00:00","9935.31","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000865 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1586.31","01/28/2028, 00:00:00","EUR"
"300000866","Laurent","100000053","3347","05/16/2020, 00:00:00","3982.93","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000866 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","635.93","12/11/2026, 00:00:00","EUR"
"300000867","Quimica Madrilenos","100000068","2739","05/15/2023, 00:00:00","3259.41","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000867 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1210</td>'); document.write('</tr>'); document.write('</table>'); </script>","520.41","05/15/2023, 00:00:00","EUR"
"300000868","C.R.T.U.","100000075","3571","05/18/2020, 00:00:00","4249.49","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000868 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","678.49","05/05/2022, 00:00:00","EUR"
"300000869","Russian Electronic Trading Company","100000066","6336","05/19/2020, 00:00:00","7539.84","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000869 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1203.84","11/11/2026, 00:00:00","EUR"
"300000870","Laurent","100000053","9669","05/20/2020, 00:00:00","11506.11","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000870 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1837.11","08/12/2023, 00:00:00","EUR"
"300000871","Russian Electronic Trading Company","100000066","3153","05/21/2020, 00:00:00","3752.07","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000871 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","599.07","09/17/2028, 00:00:00","EUR"
"300000872","Russian Electronic Trading Company","100000066","462","05/22/2020, 00:00:00","549.78","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000872 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1050</td>'); document.write('</tr>'); document.write('</table>'); </script>","87.78","02/09/2023, 00:00:00","EUR"
"300000873","Alpine Systems","100000057","1969.7","05/23/2020, 00:00:00","2343.94","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000873 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","374.24","08/23/2029, 00:00:00","EUR"
"300000874","Becker Berlin","100000047","5292.92","05/15/2023, 00:00:00","6298.57","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000874 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1005.65","05/15/2023, 00:00:00","EUR"
"300000875","PicoBit","100000083","2950.2","05/25/2020, 00:00:00","3510.75","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000875 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","560.55","04/07/2027, 00:00:00","EUR"
"300000876","Meliva","100000063","9864","05/26/2020, 00:00:00","11738.16","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000876 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","1874.16","08/11/2021, 00:00:00","EUR"
"300000877","Developement Para O Governo","100000073","11142","05/27/2020, 00:00:00","13258.98","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000877 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","2116.98","10/17/2021, 00:00:00","EUR"
"300000878","Asia High tech","100000052","13917","05/28/2020, 00:00:00","16561.23","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000878 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","2644.23","12/17/2024, 00:00:00","EUR"
"300000879","Compostela","100000064","2876","05/29/2020, 00:00:00","3422.44","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000879 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","546.44","04/30/2026, 00:00:00","EUR"
"300000880","Brazil Technologies","100000074","7349","05/30/2020, 00:00:00","8745.31","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000880 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1396.31","07/09/2024, 00:00:00","EUR"
"300000881","DelBont Industries","100000048","5009.69","05/15/2023, 00:00:00","5961.53","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000881 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","951.84","05/15/2023, 00:00:00","EUR"
"300000882","Asia High tech","100000052","26403","06/01/2020, 00:00:00","31419.57","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000882 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","5016.57","07/01/2027, 00:00:00","EUR"
"300000883","Meliva","100000063","6261","06/02/2020, 00:00:00","7450.59","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000883 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1189.59","06/25/2024, 00:00:00","EUR"
"300000884","Meliva","100000063","3196","06/03/2020, 00:00:00","3803.24","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000884 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","607.24","02/22/2022, 00:00:00","EUR"
"300000885","Angeré","100000078","5994.96","06/04/2020, 00:00:00","7134.01","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000885 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1139.05","12/21/2029, 00:00:00","EUR"
"300000886","TECUM","100000051","6900.97","06/05/2020, 00:00:00","8212.15","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000886 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1311.18","08/07/2022, 00:00:00","EUR"
"300000887","Pateu","100000065","2737","06/06/2020, 00:00:00","3257.03","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000887 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","520.03","10/26/2029, 00:00:00","EUR"
"300000888","South American IT Company","100000087","2223","06/07/2020, 00:00:00","2645.37","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000888 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","422.37","05/08/2028, 00:00:00","EUR"
"300000889","Siwusha","100000088","5901","06/08/2020, 00:00:00","7022.19","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000889 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1121.19","10/21/2019, 00:00:00","EUR"
"300000890","Florida Holiday Company","100000067","6429","06/09/2020, 00:00:00","7650.51","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000890 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1221.51","03/19/2023, 00:00:00","EUR"
"300000891","DelBont Industries","100000048","3349.79","06/10/2020, 00:00:00","3986.25","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000891 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","636.46","02/09/2021, 00:00:00","EUR"
"300000892","Anav Ideon","100000060","3175","06/11/2020, 00:00:00","3778.25","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000892 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","603.25","08/13/2018, 00:00:00","EUR"
"300000893","Telecomunicaciones Star","100000055","8066.9","06/12/2020, 00:00:00","9599.61","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000893 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1532.71","01/16/2029, 00:00:00","EUR"
"300000894","Vente Et Réparation de Ordinateur","100000072","8285","06/13/2020, 00:00:00","9859.15","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000894 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","1574.15","11/29/2027, 00:00:00","EUR"
"300000895","Alpine Systems","100000057","6208.5","06/14/2020, 00:00:00","7388.11","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000895 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1179.61","02/10/2023, 00:00:00","EUR"
"300000896","South American IT Company","100000087","689","06/15/2020, 00:00:00","819.91","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000896 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","130.91","09/06/2026, 00:00:00","EUR"
"300000897","Laurent","100000053","4977","06/16/2020, 00:00:00","5922.63","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000897 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1020</td>'); document.write('</tr>'); document.write('</table>'); </script>","945.63","04/30/2022, 00:00:00","EUR"
"300000898","Brazil Technologies","100000074","4787","06/17/2020, 00:00:00","5696.53","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000898 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","909.53","04/27/2022, 00:00:00","EUR"
"300000899","Florida Holiday Company","100000067","7695","06/18/2020, 00:00:00","9157.05","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000899 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1462.05","11/11/2024, 00:00:00","EUR"
"300000900","Chemia A Technicznie Fabryka","100000086","4147","06/19/2020, 00:00:00","4934.93","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000900 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","787.93","05/09/2022, 00:00:00","EUR"
"300000901","Chemia A Technicznie Fabryka","100000086","4147","06/20/2020, 00:00:00","4934.93","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000901 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","787.93","09/27/2026, 00:00:00","EUR"
"300000902","PicoBit","100000083","1877.4","06/21/2020, 00:00:00","2234.12","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000902 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","356.72","10/17/2022, 00:00:00","EUR"
"300000903","Compostela","100000064","4142","06/22/2020, 00:00:00","4928.98","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000903 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","786.98","02/12/2026, 00:00:00","EUR"
"300000904","Panorama Studios","100000050","2223.97","06/23/2020, 00:00:00","2646.53","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000904 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","422.56","04/09/2025, 00:00:00","EUR"
"300000905","African Gold And Diamond Corporation","100000082","2963.9","06/24/2020, 00:00:00","3527.05","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000905 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","563.15","11/30/2023, 00:00:00","EUR"
"300000906","TECUM","100000051","2979.97","06/25/2020, 00:00:00","3546.16","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000906 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","566.19","11/27/2022, 00:00:00","EUR"
"300000907","C.R.T.U.","100000075","5495","05/15/2023, 00:00:00","6539.05","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000907 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1044.05","05/15/2023, 00:00:00","EUR"
"300000908","C.R.T.U.","100000075","2807","06/27/2020, 00:00:00","3340.33","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000908 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","533.33","07/10/2024, 00:00:00","EUR"
"300000909","HEPA Tec","100000059","3092.6","06/28/2020, 00:00:00","3680.19","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000909 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","587.59","10/25/2019, 00:00:00","EUR"
"300000910","Brazil Technologies","100000074","7349","06/29/2020, 00:00:00","8745.31","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000910 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1396.31","10/06/2021, 00:00:00","EUR"
"300000911","Indian IT Trading Company","100000085","696","06/30/2020, 00:00:00","828.24","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000911 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","132.24","08/28/2018, 00:00:00","EUR"
"300000912","Japan Insurance Partner","100000080","491","07/01/2020, 00:00:00","584.29","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000912 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","93.29","05/07/2018, 00:00:00","EUR"
"300000913","Bionic Research Lab","100000084","1483.93","07/02/2020, 00:00:00","1765.88","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000913 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","281.95","12/27/2021, 00:00:00","EUR"
"300000914","Talpa","100000049","6929.68","05/15/2023, 00:00:00","8246.32","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000914 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1316.64","05/15/2023, 00:00:00","EUR"
"300000915","PicoBit","100000083","2515","07/04/2020, 00:00:00","2992.86","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000915 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","477.86","07/10/2018, 00:00:00","EUR"
"300000916","African Gold And Diamond Corporation","100000082","1277.7","07/05/2020, 00:00:00","1520.46","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000916 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","242.76","12/06/2027, 00:00:00","EUR"
"300000917","African Gold And Diamond Corporation","100000082","679.7","07/06/2020, 00:00:00","808.84","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000917 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","129.14","06/07/2023, 00:00:00","EUR"
"300000918","Pateu","100000065","1852","05/15/2023, 00:00:00","2203.88","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000918 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","351.88","05/15/2023, 00:00:00","EUR"
"300000919","Florida Holiday Company","100000067","6040","07/08/2020, 00:00:00","7187.6","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000919 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1147.6","12/19/2023, 00:00:00","EUR"
"300000920","South American IT Company","100000087","2522","07/09/2020, 00:00:00","3001.18","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000920 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","479.18","12/01/2023, 00:00:00","EUR"
"300000921","Becker Berlin","100000047","2596.99","07/10/2020, 00:00:00","3090.42","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000921 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","493.43","07/20/2020, 00:00:00","EUR"
"300000922","Jologa","100000076","3294","05/15/2023, 00:00:00","3919.86","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000922 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-7020</td>'); document.write('</tr>'); document.write('</table>'); </script>","625.86","05/15/2023, 00:00:00","EUR"
"300000923","PicoBit","100000083","1174","07/12/2020, 00:00:00","1397.06","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000923 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","223.06","07/18/2018, 00:00:00","EUR"
"300000924","Danish Fish Trading Company","100000089","17283","07/13/2020, 00:00:00","20566.77","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000924 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","3283.77","07/15/2020, 00:00:00","EUR"
"300000925","Asia High tech","100000052","30677","07/14/2020, 00:00:00","36505.63","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000925 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","5828.63","10/04/2029, 00:00:00","EUR"
"300000926","Florida Holiday Company","100000067","9456","07/15/2020, 00:00:00","11252.64","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000926 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","1796.64","02/12/2025, 00:00:00","EUR"
"300000927","TECUM","100000051","9803.94","07/16/2020, 00:00:00","11666.69","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000927 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1862.75","05/09/2028, 00:00:00","EUR"
"300000928","DelBont Industries","100000048","6669.66","05/15/2023, 00:00:00","7936.89","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000928 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","1267.23","05/15/2023, 00:00:00","EUR"
"300000929","Robert Brown Entertainment","100000061","1388","07/18/2020, 00:00:00","1651.72","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000929 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","263.72","07/31/2025, 00:00:00","EUR"
"300000930","Telecomunicaciones Star","100000055","11035.6","07/19/2020, 00:00:00","13132.36","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000930 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","2096.76","11/17/2018, 00:00:00","EUR"
"300000931","Telecomunicaciones Star","100000055","6866.9","07/20/2020, 00:00:00","8171.61","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000931 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","1304.71","06/15/2019, 00:00:00","EUR"
"300000932","AVANTEL","100000054","7262","07/21/2020, 00:00:00","8641.78","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000932 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1379.78","09/28/2027, 00:00:00","EUR"
"300000933","Quimica Madrilenos","100000068","12945","05/15/2023, 00:00:00","15404.55","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000933 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","2459.55","05/15/2023, 00:00:00","EUR"
"300000934","Brazil Technologies","100000074","2326","05/15/2023, 00:00:00","2767.94","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000934 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","441.94","05/15/2023, 00:00:00","EUR"
"300000935","Brazil Technologies","100000074","7349","07/24/2020, 00:00:00","8745.31","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000935 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1396.31","08/17/2025, 00:00:00","EUR"
"300000936","Florida Holiday Company","100000067","4507","07/25/2020, 00:00:00","5363.33","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000936 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","856.33","02/10/2024, 00:00:00","EUR"
